row,target_set,unified,fk_to_cube,fk_to_board,status,converged_runs,total_runs,n_registered_cams,heldout_reprojection_mean_px,heldout_reprojection_std_px,heldout_cube_reprojection_mean_px,heldout_cube_reprojection_std_px,heldout_board_reprojection_mean_px,heldout_board_reprojection_std_px,heldout_eih_reprojection_mean_px,heldout_eih_reprojection_std_px,heldout_e2h_reprojection_mean_px,heldout_e2h_reprojection_std_px,train_reprojection_mean_px_diagnostic,train_reprojection_std_px_diagnostic,heldout_e2e_translation_mean_mm,heldout_e2e_translation_std_mm,heldout_e2e_rotation_mean_deg,heldout_e2e_rotation_std_deg,heldout_cross_translation_mean_mm,heldout_cross_translation_std_mm,heldout_cross_rotation_mean_deg,heldout_cross_rotation_std_deg,heldout_cam_0_reprojection_mean_px,heldout_cam_0_reprojection_std_px,heldout_cam_1_reprojection_mean_px,heldout_cam_1_reprojection_std_px,heldout_cam_2_reprojection_mean_px,heldout_cam_2_reprojection_std_px,heldout_cam_3_reprojection_mean_px,heldout_cam_3_reprojection_std_px
A0,board,seq,—,estimated,converged,5,5,2,1.5447578627403018,7.508502123125515e-06,,,1.5447578627403018,7.508502123125515e-06,1.6697845207033257,8.199478779803405e-06,0.3719094731746936,7.946029524513499e-07,1.5741496865001714,3.2412681308011674e-06,,,,,,,,,0.31623151066248756,3.1895430910392564e-07,0.4945961122099115,2.324538034624925e-06,1.6697845207033257,8.199478779803405e-06,,
A1,cube+board,seq,estimated,estimated,converged,5,5,3,4.990646598846227,8.862796467516962e-06,7.993913377052455,1.5014899280611453e-05,1.5479252836463622,3.901285072229128e-06,1.7335098117052454,7.809293098775679e-06,8.127875662972041,1.4539197333392278e-05,4.983609765158667,6.038870562685633e-06,15.697300752508403,0.00018098522049613284,8.166915458513218,4.393784139811763e-05,41.60806904627101,0.0009152868030998375,36.36966188792641,3.1731922838825524e-05,11.771158349712405,1.8897199759111307e-05,1.158879891769019,7.01275655951575e-05,1.7335098117052454,7.809293098775679e-06,1.0271323995284989,0.0001901546414779612
A2,cube+board,U,estimated,estimated,converged,5,5,3,4.811826128875537,8.261162027927567e-06,7.686738905368342,1.3839675360682274e-05,1.5529889989853343,4.492764045787587e-06,1.7229308091967357,9.866572514314724e-06,7.815644135761865,1.5153366014012657e-05,4.8226218622544845,8.299409898132839e-06,15.543955400058746,9.05839491143822e-05,8.160719526414802,8.559325317793801e-05,41.11182391447181,0.00014563255374337665,36.38737732905945,8.039365083936066e-05,11.339592003255202,2.4655582063933914e-05,0.8632537775888467,4.52780989465246e-05,1.7229308091967357,9.866572514314724e-06,0.8199367856719271,4.7560954708753756e-05
A3,cube+board,U,FK-fixed,estimated,converged,5,5,3,4.950278838531782,2.424459993692907e-05,7.923341252407473,1.533561608872967e-05,1.5529219007306165,0.0001067249948299534,1.7409985222506896,0.0001223312472939302,8.05345225427313,1.8059967986675496e-05,4.940230088414852,1.0738063925481002e-05,15.620324906045647,0.0005603998060885129,8.122034646606783,0.00013282131692714415,40.420580546150426,0.0002889770336066274,36.37602448406256,2.9275263238719383e-05,11.68425902898709,2.5935152568295523e-05,0.7462919694561718,6.405374029936716e-05,1.7409985222506896,0.0001223312472939302,1.036278063214767,2.856697908161444e-05
B1,cube+board,seq,FK-fixed,estimated,converged,5,5,3,4.960968908973396,1.3040388708086147e-05,7.938181304172533,2.278292316622258e-05,1.562946808138112,2.5270919296599866e-06,1.7465731743277964,3.0988564133262913e-06,8.070105872137336,2.423742001203371e-05,4.947236459035011,1.121551137387302e-05,15.609313145842847,8.27097094556616e-05,8.113526103615946,2.8046078418042403e-05,40.485167706017094,0.0001011139264546768,36.37640193261771,2.0186064299383275e-05,11.707336390428475,3.35110678615974e-05,0.7749408756509812,8.78536020347438e-06,1.7465731743277964,3.0988564133262913e-06,1.0363285990916364,4.066028235509881e-05
B2,cube,U,FK-fixed,—,converged,5,5,3,7.8937729958285106,1.6353331041593346e-05,7.8937729958285106,1.6353331041593346e-05,,,1.991760630812259,0.00014047917657817113,9.433103550373236,6.818040667466133e-06,7.9080816185676905,6.644130514933774e-06,15.199838469918305,0.0002793075970311982,8.159148297204068,0.0001614965277803128,40.23239712342602,0.00026223641459302923,36.37089801295569,1.8641057242398887e-05,15.432409321609475,1.14952402580909e-05,0.7868947462457125,1.5316944134695633e-06,1.991760630812259,0.00014047917657817113,1.0362369416206825,7.671865680707263e-05
B3,board,U,—,estimated,converged,5,5,2,1.544747677433743,5.390992398223834e-06,,,1.544747677433743,5.390992398223834e-06,1.669772820125461,5.7345229611794715e-06,0.37192437111462884,5.35688079036842e-06,1.5741482189779537,1.9315252754755357e-06,,,,,,,,,0.3162327159208002,9.108520072610196e-06,0.4946362575267206,2.959483772189988e-05,1.669772820125461,5.7345229611794715e-06,,
