event_id,set_index,raw_set_cube_center_6dof,prior_translation_m,prior_rotation_rotvec,estimated_cube_translation_m,estimated_cube_rotation_rotvec,delta_trans_mm,delta_rot_deg,possible_unit_warning,possible_rotation_warning,set_used_for_anchor
187,10,"[-383.85200000000003, 278.28000000000003, 43.619, 129.66945906704788, 0.20213951012215442, 179.32541933985578]","[-0.383852, 0.27828, 0.043619]","[1.3323716932940561, 2.8359710862173997, 0.014344623927140705]","[-0.37940784010555273, 0.2734185636709919, 0.043904233828735484]","[-0.0048109966216997755, -0.001092975459406177, -0.864423536819885]",6.5928354056103355,179.96166926419065,,rotation prior off by 180deg (>45),True
188,10,"[-383.85200000000003, 278.28000000000003, 43.619, 129.66945906704788, 0.20213951012215442, 179.32541933985578]","[-0.383852, 0.27828, 0.043619]","[1.3323716932940561, 2.8359710862173997, 0.014344623927140705]","[-0.37940784010555273, 0.2734185636709919, 0.043904233828735484]","[-0.0048109966216997755, -0.001092975459406177, -0.864423536819885]",6.5928354056103355,179.96166926419065,,rotation prior off by 180deg (>45),True
189,10,"[-383.85200000000003, 278.28000000000003, 43.619, 129.66945906704788, 0.20213951012215442, 179.32541933985578]","[-0.383852, 0.27828, 0.043619]","[1.3323716932940561, 2.8359710862173997, 0.014344623927140705]","[-0.37950638738314146, 0.2732642696024523, 0.04397753771448912]","[-0.00481628604280923, -0.0003818631332992067, -0.8645031943748763]",6.646085293569122,179.92608159826182,,rotation prior off by 180deg (>45),True
190,10,"[-383.85200000000003, 278.28000000000003, 43.619, 129.66945906704788, 0.20213951012215442, 179.32541933985578]","[-0.383852, 0.27828, 0.043619]","[1.3323716932940561, 2.8359710862173997, 0.014344623927140705]","[-0.37940784010555273, 0.2734185636709919, 0.043904233828735484]","[-0.0048109966216997755, -0.001092975459406177, -0.864423536819885]",6.5928354056103355,179.96166926419065,,rotation prior off by 180deg (>45),True
191,10,"[-383.85200000000003, 278.28000000000003, 43.619, 129.66945906704788, 0.20213951012215442, 179.32541933985578]","[-0.383852, 0.27828, 0.043619]","[1.3323716932940561, 2.8359710862173997, 0.014344623927140705]","[-0.3794750914671838, 0.2731767212946366, 0.04425006298688186]","[-0.002287851317500453, -0.002063252624039777, -0.865591707605426]",6.752704816787697,179.9512368042481,,rotation prior off by 180deg (>45),True
192,10,"[-383.85200000000003, 278.28000000000003, 43.619, 129.66945906704788, 0.20213951012215442, 179.32541933985578]","[-0.383852, 0.27828, 0.043619]","[1.3323716932940561, 2.8359710862173997, 0.014344623927140705]","[-0.37940784010555273, 0.2734185636709919, 0.043904233828735484]","[-0.0048109966216997755, -0.001092975459406177, -0.864423536819885]",6.5928354056103355,179.96166926419065,,rotation prior off by 180deg (>45),True
201,11,"[-313.808, 278.397, 43.617000000000004, 78.66974087731963, 0.20213951012215442, 179.32507556517874]","[-0.313808, 0.278397, 0.043617]","[2.421075292854911, 1.9841310379026795, 0.007415357516389459]","[-0.3384003945575913, 0.2752488161452793, 0.04404819435101155]","[-0.004476646414281942, -0.0041186396808413775, -1.3782827114823404]",24.796831657042688,179.9918990608868,,rotation prior off by 180deg (>45),True
202,11,"[-313.808, 278.397, 43.617000000000004, 78.66974087731963, 0.20213951012215442, 179.32507556517874]","[-0.313808, 0.278397, 0.043617]","[2.421075292854911, 1.9841310379026795, 0.007415357516389459]","[-0.3374137337372801, 0.27513502140220725, 0.044022749496428704]","[-0.005988170590824917, -0.003685685071685247, -1.3938832728216237]",23.83350167939402,179.95662004177828,,rotation prior off by 180deg (>45),True
203,11,"[-313.808, 278.397, 43.617000000000004, 78.66974087731963, 0.20213951012215442, 179.32507556517874]","[-0.313808, 0.278397, 0.043617]","[2.421075292854911, 1.9841310379026795, 0.007415357516389459]","[-0.3400216399230176, 0.27509868852753283, 0.0441746776956142]","[-0.002850100562688983, -0.0049865619850411325, -1.3567804104925187]",26.42621389823402,179.94851524359623,,rotation prior off by 180deg (>45),True
204,11,"[-313.808, 278.397, 43.617000000000004, 78.66974087731963, 0.20213951012215442, 179.32507556517874]","[-0.313808, 0.278397, 0.043617]","[2.421075292854911, 1.9841310379026795, 0.007415357516389459]","[-0.3400216399230176, 0.27509868852753283, 0.0441746776956142]","[-0.002850100562688983, -0.0049865619850411325, -1.3567804104925187]",26.42621389823402,179.94851524359623,,rotation prior off by 180deg (>45),True
205,11,"[-313.808, 278.397, 43.617000000000004, 78.66974087731963, 0.20213951012215442, 179.32507556517874]","[-0.313808, 0.278397, 0.043617]","[2.421075292854911, 1.9841310379026795, 0.007415357516389459]","[-0.3374137337372801, 0.27513502140220725, 0.044022749496428704]","[-0.005988170590824917, -0.003685685071685247, -1.3938832728216237]",23.83350167939402,179.95662004177828,,rotation prior off by 180deg (>45),True
206,11,"[-313.808, 278.397, 43.617000000000004, 78.66974087731963, 0.20213951012215442, 179.32507556517874]","[-0.313808, 0.278397, 0.043617]","[2.421075292854911, 1.9841310379026795, 0.007415357516389459]","[-0.3400216399230176, 0.27509868852753283, 0.0441746776956142]","[-0.002850100562688983, -0.0049865619850411325, -1.3567804104925187]",26.42621389823402,179.94851524359623,,rotation prior off by 180deg (>45),True
207,11,"[-313.808, 278.397, 43.617000000000004, 78.66974087731963, 0.20213951012215442, 179.32507556517874]","[-0.313808, 0.278397, 0.043617]","[2.421075292854911, 1.9841310379026795, 0.007415357516389459]","[-0.3384003945575913, 0.2752488161452793, 0.04404819435101155]","[-0.004476646414281942, -0.0041186396808413775, -1.3782827114823404]",24.796831657042688,179.9918990608868,,rotation prior off by 180deg (>45),True
208,11,"[-313.808, 278.397, 43.617000000000004, 78.66974087731963, 0.20213951012215442, 179.32507556517874]","[-0.313808, 0.278397, 0.043617]","[2.421075292854911, 1.9841310379026795, 0.007415357516389459]","[-0.34074739559161515, 0.27451381546961895, 0.04415999567792232]","[-0.002356727142072037, -0.0071968987914743, -1.344648963176832]",27.22324376786813,179.99927367893994,,rotation prior off by 180deg (>45),True
209,11,"[-313.808, 278.397, 43.617000000000004, 78.66974087731963, 0.20213951012215442, 179.32507556517874]","[-0.313808, 0.278397, 0.043617]","[2.421075292854911, 1.9841310379026795, 0.007415357516389459]","[-0.33804318369757425, 0.27610125495515714, 0.04420468769236241]","[-0.0048051295631973134, -0.006182740703293702, -1.3873197859456023]",24.350769002022155,179.92311711506986,,rotation prior off by 180deg (>45),True
210,11,"[-313.808, 278.397, 43.617000000000004, 78.66974087731963, 0.20213951012215442, 179.32507556517874]","[-0.313808, 0.278397, 0.043617]","[2.421075292854911, 1.9841310379026795, 0.007415357516389459]","[-0.3374137337372801, 0.27513502140220725, 0.044022749496428704]","[-0.005988170590824917, -0.003685685071685247, -1.3938832728216237]",23.83350167939402,179.95662004177828,,rotation prior off by 180deg (>45),True
211,11,"[-313.808, 278.397, 43.617000000000004, 78.66974087731963, 0.20213951012215442, 179.32507556517874]","[-0.313808, 0.278397, 0.043617]","[2.421075292854911, 1.9841310379026795, 0.007415357516389459]","[-0.3374137337372801, 0.27513502140220725, 0.044022749496428704]","[-0.005988170590824917, -0.003685685071685247, -1.3938832728216237]",23.83350167939402,179.95662004177828,,rotation prior off by 180deg (>45),True
