method,status,n_runs,shared_target_overall_rmse_px_mean,shared_target_overall_rmse_px_std,shared_target_board_rmse_px_mean,shared_target_board_rmse_px_std,shared_target_cube_rmse_px_mean,shared_target_cube_rmse_px_std,n_observations,n_corners,common_path_e_cross_translation_rmse_mm_mean,common_path_e_cross_translation_rmse_mm_std,common_path_e_cross_rotation_rmse_deg_mean,common_path_e_cross_rotation_rmse_deg_std,common_path_e_e2e_translation_rmse_mm_mean,common_path_e_e2e_translation_rmse_mm_std,common_path_e_e2e_rotation_rmse_deg_mean,common_path_e_e2e_rotation_rmse_deg_std,common_path_cross_view_pixel_transfer_rmse_px_mean,common_path_cross_view_pixel_transfer_rmse_px_std,fixed_camera_cube_position_consistency_rmse_mm_mean,fixed_camera_cube_position_consistency_rmse_mm_std,fixed_camera_cube_rotation_consistency_rmse_deg_mean,fixed_camera_cube_rotation_consistency_rmse_deg_std,n_cross_pairs,n_cross_view_directions,n_e2e_units
A0,complete,3,1.8082475445256436,6.482463049715598e-05,1.8969981164318694,2.3384921732997228e-05,1.6029491783887222,0.00017070007929488078,18,338,14.013537555025332,0.000267022445265619,1.1060035982120513,1.9860966286340427e-06,4.905853219160743,0.00027504441538416576,1.2229164785503814,9.247311286571618e-05,11.34216163363127,0.00012876483108200203,14.013537555025332,0.000267022445265619,1.1060035982120513,1.9860966286340427e-06,9,18,3
A1,complete,3,1.958657528331629,4.7587775391508214e-05,1.885629272820456,3.683922027813907e-05,2.1057575487561873,7.193437129803635e-05,18,338,13.754608698739814,0.001649573652682537,1.2193025987191966,4.9323641284794495e-05,4.24588674413121,0.0005269214613522286,1.0238541324358081,5.3306223103799365e-05,10.91789890194731,0.0009916448332375756,13.754608698739814,0.001649573652682537,1.2193025987191966,4.9323641284794495e-05,9,18,3
A2,complete,3,1.9107982389305285,4.760196418368561e-05,1.885068535812252,1.389441642320994e-05,1.9644702661585267,0.00012581135848361378,18,338,13.1258921298247,0.0005366171069749079,1.191049532131727,2.6242449476513884e-05,4.068494174164396,0.00041167204411510125,1.0384592423668881,6.212098371103529e-05,10.526490710779852,0.0002691852282624454,13.1258921298247,0.0005366171069749079,1.191049532131727,2.6242449476513884e-05,9,18,3
A3,complete,3,1.709340110216089,4.369509814593988e-05,1.8537277004680075,5.137528695210558e-05,1.351380199252558,2.5401752395071583e-05,18,338,10.831702628274863,0.001456374802570319,1.0601412196752842,7.918000851115582e-05,4.790534422205049,0.0006104858575203441,1.189316442499517,0.0002715873526064705,9.060906041498997,0.0012930004809184087,10.831702628274863,0.001456374802570319,1.0601412196752842,7.918000851115582e-05,9,18,3
A4,preflight_simulation_prior,3,1.9051646263967719,1.4286853406179739e-05,1.8835182554759384,1.8245011275368235e-05,1.9504629714577082,8.071130534828986e-05,18,338,13.041290901429347,0.00048423586376958593,1.189934295313874,1.79357474338056e-05,4.033006703552057,0.0001829723435596523,1.0312856224000602,3.188052414742212e-05,10.477405077565605,0.0005406421348598682,13.041290901429347,0.00048423586376958593,1.189934295313874,1.79357474338056e-05,9,18,3
B1,preflight_simulation_prior,3,1.9469877662612498,7.039446098852989e-06,1.8837373832229662,4.585966129028162e-06,2.075273383753169,1.64597663049187e-05,18,338,13.61092015466405,7.151644110155655e-05,1.2157195849429996,9.769733399745921e-06,4.198654278997608,0.00012667576214664254,1.0184214545793508,8.408898495349973e-06,10.825324439626742,7.656478645496747e-05,13.61092015466405,7.151644110155655e-05,1.2157195849429996,9.769733399745921e-06,9,18,3
B2,preflight_simulation_prior,3,2.5280749730584815,1.3126326604067177e-05,2.3286564429691707,2.502726364834768e-05,2.907534475153632,6.091708419634536e-05,18,338,11.916059513673082,0.0001607374254274656,1.2865873198274693,1.5088329992165966e-05,3.821523391830515,4.3654599238278524e-05,0.9311395842215912,3.736178532420229e-05,9.295244654157129,0.00017129971346664387,11.916059513673082,0.0001607374254274656,1.2865873198274693,1.5088329992165966e-05,9,18,3
B3,complete,3,1.8082330174837005,0.0002607241585459083,1.8969728666921668,2.4591757767690205e-05,1.6029613360158388,0.0009183610908336574,18,338,14.010235455981956,0.0023187385144480296,1.1061783428394636,5.532248017800408e-05,4.905062708129688,0.0016081787218301866,1.2224664379493038,0.0004462805776727399,11.33977468721948,0.001113873380168519,14.010235455981956,0.0023187385144480296,1.1061783428394636,5.532248017800408e-05,9,18,3
