event_id,camera_id,set_idx,is_gripper_camera,detected_marker_ids,marker_ids,observed_faces,observed_face_count,noncoplanar_face_count,is_planar,quality_tier,pnp_rmse_px,pnp_inlier_fraction,pnp_solver,positive_depth_candidate_count,pnp_candidate_count,pnp_accepted,detection_method,redetection_attempted,redetection_selected,recovered_core_observation,redetection_max_rmse_px,detection_candidate_count,baseline_detected_marker_ids,baseline_marker_ids,baseline_quality_tier,baseline_pnp_rmse_px,legacy_policy_selected,core_multiface_selected,selected_for_calibration,selection_reason,status
62,2,10,True,0;1;2;3,0;1;2;3,+X;+Y;+Z,3,3,False,nonplanar_multiface,1.6465931002555556,0.9375,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;2;3,0;1;2;3,nonplanar_multiface,1.6465931002555556,True,True,True,selected,accepted
63,2,10,True,0;1;4,0;1;4,+Z;-X,2,2,False,nonplanar_multiface,1.9557477014643954,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;4,0;1;4,nonplanar_multiface,1.9557477014643954,True,True,True,selected,accepted
64,2,10,True,1;3,1;3,+Y;+Z,2,2,False,nonplanar_multiface,0.720597721566559,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,1;3,1;3,nonplanar_multiface,0.720597721566559,True,True,True,selected,accepted
65,2,10,True,0;1;3,0;1;3,+Y;+Z,2,2,False,nonplanar_multiface,0.7441602445741428,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;3,0;1;3,nonplanar_multiface,0.7441602445741428,True,True,True,selected,accepted
66,0,11,False,1;3;4,1;3;4,+Y;+Z;-X,3,3,False,nonplanar_multiface,1.0577171151450435,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,1;3;4,1;3;4,nonplanar_multiface,1.0577171151450435,True,True,True,selected,accepted
66,1,11,False,0;1;2;5,0;1;2;5,+X;+Z;-Y,3,3,False,nonplanar_multiface,1.2687286981696542,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;2;5,0;1;2;5,nonplanar_multiface,1.2687286981696542,True,True,True,selected,accepted
66,2,11,True,0;1;3,0;1;3,+Y;+Z,2,2,False,nonplanar_multiface,0.6150847655071151,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;3,0;1;3,nonplanar_multiface,0.6150847655071151,True,True,True,selected,accepted
66,3,11,False,4;5,4;5,-X;-Y,2,2,False,nonplanar_multiface,2.1284174257099497,0.875,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,4;5,4;5,nonplanar_multiface,2.1284174257099497,True,True,True,selected,accepted
67,2,11,True,0;1;4,0;1;4,+Z;-X,2,2,False,nonplanar_multiface,0.8895233853463292,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;4,0;1;4,nonplanar_multiface,0.8895233853463292,True,True,True,selected,accepted
68,2,11,True,0;1;4;5,0;1;4;5,+Z;-X;-Y,3,3,False,nonplanar_multiface,1.639172350424799,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;4;5,0;1;4;5,nonplanar_multiface,1.639172350424799,True,True,True,selected,accepted
69,2,11,True,4,4,-X,1,0,True,single_marker,0.10428797826568643,1.0,IPPE,2,2,True,up2_unsharp_relaxed,True,True,False,3.0,5,4,4,single_marker,1.0397149479612406,True,False,False,noncore_single_marker,accepted
70,2,11,True,0;1;3;4,0;1;3;4,+Y;+Z;-X,3,3,False,nonplanar_multiface,1.412449853565145,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;3;4,0;1;3;4,nonplanar_multiface,1.412449853565145,True,True,True,selected,accepted
71,2,11,True,1;3,1;3,+Y;+Z,2,2,False,nonplanar_multiface,1.102351480524542,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,1;3,1;3,nonplanar_multiface,1.102351480524542,True,True,True,selected,accepted
72,0,12,False,0;1;4;5,0;1;4;5,+Z;-X;-Y,3,3,False,nonplanar_multiface,1.0528492224988122,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;4;5,0;1;4;5,nonplanar_multiface,1.0528492224988122,True,True,True,selected,accepted
72,1,12,False,0;1;2;3,0;1;2;3,+X;+Y;+Z,3,3,False,nonplanar_multiface,0.9856346574659914,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;2;3,0;1;2;3,nonplanar_multiface,0.9856346574659914,True,True,True,selected,accepted
72,2,12,True,0;1;4,0;1;4,+Z;-X,2,2,False,nonplanar_multiface,1.493400057818903,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;4,0;1;4,nonplanar_multiface,1.493400057818903,True,True,True,selected,accepted
72,3,12,False,2;5,2;5,+X;-Y,2,2,False,nonplanar_multiface,0.9434986680464985,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,2;5,2;5,nonplanar_multiface,0.9434986680464985,True,True,True,selected,accepted
73,2,12,True,0;1;5,0;1;5,+Z;-Y,2,2,False,nonplanar_multiface,1.2526197358584596,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;5,0;1;5,nonplanar_multiface,1.2526197358584596,True,True,True,selected,accepted
74,2,12,True,0;1;2;3,0;1;2;3,+X;+Y;+Z,3,3,False,nonplanar_multiface,1.525173774574772,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;2;3,0;1;2;3,nonplanar_multiface,1.525173774574772,True,True,True,selected,accepted
75,2,12,True,0;5,0;5,+Z;-Y,2,2,False,nonplanar_multiface,1.2012343403849126,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;5,0;5,nonplanar_multiface,1.2012343403849126,True,True,True,selected,accepted
76,2,12,True,0;1;2;5,0;1;2;5,+X;+Z;-Y,3,3,False,nonplanar_multiface,1.2136526317998702,1.0,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;2;5,0;1;2;5,nonplanar_multiface,1.2136526317998702,True,True,True,selected,accepted
77,2,12,True,0;1;4;5,0;1;4;5,+Z;-X;-Y,3,3,False,nonplanar_multiface,2.8470006070450022,0.9375,RANSAC-EPNP+LM,1,1,True,default,False,False,False,,1,0;1;4;5,0;1;4;5,nonplanar_multiface,2.8470006070450022,True,True,True,selected,accepted
