method,event_id,set_idx,target,camera_id,raw_samples,accepted_samples,accepted_ratio,signed_median_mm,abs_median_mm,signed_rmse_mm,abs_p95_mm,centroid_base_m
B1,72,12,board,0,678,678,1.0,-6.817543143981795,6.817543143981795,7.2006280397136155,10.304303015027248,"[-0.2818177233152358, 0.46440539333810227, -0.022976858437272818]"
B1,72,12,cube,0,270,270,1.0,-0.13399787715303213,2.4654687748942794,3.078626690313596,5.982979585643639,"[-0.23047393476184738, 0.28242752245469716, 0.014834873876375013]"
B1,72,12,board,1,602,602,1.0,-7.680857740793744,7.680857740793744,7.708433762159879,9.152845948957967,"[-0.28330685956129487, 0.43433073687772533, -0.023674300753581554]"
B1,72,12,cube,1,397,397,1.0,11.598839141483099,11.598839141483099,11.021762781439048,13.206193135089004,"[-0.24810780857682457, 0.2696150472793857, 0.009832288358199338]"
B1,72,12,board,2,1187,1187,1.0,12.12021951397478,12.12021951397478,14.445540023553415,24.179389255782546,"[-0.2758822105855257, 0.45343851736520363, -0.0027135808849629325]"
B1,72,12,cube,2,245,245,1.0,3.7714618622407885,5.85394712039128,6.0286353212469885,9.254541741562706,"[-0.22082135661610044, 0.27444198703301464, 0.03284589523265331]"
B1,72,12,board,3,529,529,1.0,-8.475909076033272,8.475909076033272,8.563120079194942,10.325765827780142,"[-0.2777846717417131, 0.5022378336652031, -0.02472396294149091]"
B1,72,12,cube,3,173,173,1.0,16.04235899487514,16.70535407259471,16.5549283393693,20.07023480687941,"[-0.244562666339165, 0.27750029874684345, 0.00880245371506429]"
B2,24,4,cube,0,273,273,1.0,8.787356298434627,9.315376241460138,9.54852715735924,12.208611553527371,"[-0.21889089212366505, 0.6365603047851451, 0.0019919602955986242]"
B2,24,4,cube,1,156,156,1.0,-10.768968159267951,10.768968159267951,9.814559167978215,12.94784714562939,"[-0.23058407059589817, 0.6323377801878006, 0.0026160300203680875]"
B2,24,4,cube,2,201,201,1.0,5.646612280393165,8.22192526984517,8.634594100508833,12.928445913553533,"[-0.20529493081551892, 0.6147446068414905, 0.020961915159027233]"
B2,24,4,cube,3,320,320,1.0,-5.367848261132329,5.571702913209483,5.462056530401442,7.902483687078398,"[-0.23619302360501715, 0.6533485156203139, 0.005172418739101741]"
B2,54,9,cube,0,150,150,1.0,-0.13386604197271265,7.249712989676112,7.383251203814072,12.182084035902964,"[-0.4111555781185612, 0.3606163939446823, 0.00793653733970906]"
B2,54,9,cube,1,382,382,1.0,6.974740595708799,6.974740595708799,7.057296320882007,8.404697032997667,"[-0.4362547910713783, 0.3476967358033627, 0.013034248289817573]"
B2,54,9,cube,2,198,198,1.0,5.117469096016057,7.685612717751189,7.98903005379334,11.070357178155637,"[-0.39488133898753125, 0.3535788706004274, 0.026782844967192233]"
B2,54,9,cube,3,295,295,1.0,9.186850170154765,9.186850170154765,9.445505388614956,12.376588397804175,"[-0.4256292838256991, 0.3661950186196464, 0.006882168717502615]"
B2,72,12,cube,0,270,270,1.0,-2.7181533235212036,2.982831745014378,3.3019949039025116,5.4467162991272255,"[-0.23000324733462316, 0.28280961033181357, 0.014076097500915494]"
B2,72,12,cube,1,397,397,1.0,-6.814028381545116,6.814028381545116,6.6626190484307415,8.437520033826383,"[-0.2507803949279838, 0.266415293143991, 0.010473416013825667]"
B2,72,12,cube,2,245,245,1.0,3.676480253900848,5.010514471872509,5.490473944118736,8.606711475082022,"[-0.22039482027788565, 0.2746765976314599, 0.030760476140342864]"
B2,72,12,cube,3,173,173,1.0,-14.82572457437661,14.82572457437661,14.774085162262951,18.551844161677135,"[-0.24472003155636324, 0.2800990640447891, 0.00616491032908409]"
B3,24,4,board,0,546,546,1.0,-6.719487840330928,6.719487840330928,7.030973618632455,10.393521829306158,"[-0.2754998016201624, 0.48469288335182087, -0.02289997149431319]"
B3,24,4,board,1,451,451,1.0,7.156730782389058,7.156730782389058,7.16172587492771,8.403226369326736,"[-0.2853019098813304, 0.40889813161309374, -0.023103880762111]"
B3,24,4,board,2,1196,1196,1.0,-2.9810854436424172,3.0033417417985153,5.867763977379665,11.5717975880731,"[-0.26778681659236897, 0.448191202667459, -0.012305868925716525]"
B3,24,4,board,3,568,568,1.0,9.803918742086779,9.803918742086779,9.865129972825565,11.166411895149091,"[-0.2860272373642368, 0.49031106694013793, -0.025995170490938888]"
B3,54,9,board,0,754,754,1.0,-6.678625186824538,6.678625186824538,7.049385870455345,10.344888256453329,"[-0.2868370411120813, 0.4642979707117699, -0.022813900840177228]"
B3,54,9,board,1,467,467,1.0,7.209611484613876,7.209611484613876,7.2509985544912805,8.342669787921539,"[-0.2836937777628651, 0.41590418186309963, -0.023227885287944883]"
B3,54,9,board,2,1193,1193,1.0,10.014513691235125,10.014513691235125,11.780196548370215,18.82368899909543,"[-0.2739024578952118, 0.4529693108651839, -0.005259234443096305]"
B3,54,9,board,3,606,606,1.0,-9.652244645510127,9.652244645510127,9.644299189854811,11.081660505891659,"[-0.28179489491507476, 0.4943158568105712, -0.02580141671064292]"
B3,72,12,board,0,678,678,1.0,7.113367480585763,7.113367480585763,7.32607193728,10.3454750629413,"[-0.28208044900948687, 0.46434517072907233, -0.02315218699776111]"
B3,72,12,board,1,602,602,1.0,7.1871444666795625,7.1871444666795625,7.198522382834696,8.444296075997833,"[-0.2833960751234805, 0.43361958263567624, -0.02320002388885339]"
B3,72,12,board,2,1187,1187,1.0,-12.249165611642539,12.249165611642539,14.5664851650801,24.34102864925942,"[-0.27577473447273076, 0.4534507493606903, -0.002606781355856711]"
B3,72,12,board,3,529,529,1.0,-9.490115076705674,9.490115076705674,9.657623752964021,11.171023096659072,"[-0.2761916315589278, 0.49924668355360996, -0.025852109025012584]"
