target,n_target_events,mean_simul_observers,pct_events_2plus_observers,mean_angular_coverage_deg
board,105,1.0285714285714285,2.857142857142857,118.87655170463209
cube,232,2.7025862068965516,89.65517241379311,104.02968906091712
