method,converged,rank,nullity,jac_cond,hessian_cond,reproj_px,heldout_t_mm,heldout_r_deg,e2e_t_mm,e2e_r_deg,cross_t_mm,cross_r_deg
strict_none,False,84,0,273.22677991357534,74652.87326194133,3.165961849900746,5.592007890222595,0.6393039436863394,25.83400277678969,11.931429921408586,60.56243350667746,61.6393483321675
fk_fixed,False,30,0,57.27824410097807,3280.7972472912293,3.538605733555449,2.7687252258658432,0.6109444561073761,25.68099738846568,11.92725329694173,54.95804819513331,61.64603938826993
